I,psrj,ref,age,edot
1519,J1824-2452A,lbm+87,2.99e+07,2.2e+36
1520,J1824-2452B,fre08,*,*
1521,J1824-2452C,fre08,*,*
1522,J1824-2452D,fre08,*,*
1523,J1824-2452E,fre08,*,*
1524,J1824-2452F,fre08,*,*
1525,J1824-2452G,fre08,*,*
1526,J1824-2452H,fre08,*,*
1527,J1824-2452I,fre08,*,*
1528,J1824-2452J,fre08,*,*
1529,J1824-2452K,fre08,*,*
1530,J1824-2452L,fre08,*,*
1531,J1824-2537,ebvb01,8.04e+06,1.6e+33
1532,J1825+0004,dtws85,1.41e+07,7.3e+31
1533,J1825-0935,dls72,2.32e+05,4.6e+33
1534,J1825-1446,cl86,1.95e+05,4.1e+34
1535,J1825-31,bbb+12,*,*
1536,J1825-33,bb10,*,*
1537,J1826-1131,cl86,6.75e+06,2.1e+31
1538,J1826-1256,aaa+09c,1.44e+04,3.6e+36
1539,J1826-1334,cl86,2.14e+04,2.8e+36
1540,J1826-1419,mll+06,1.39e+06,7.6e+32
1541,J1826-1526,mhl+02,5.58e+06,7.7e+32
1542,J1827-0750,lfl+06,2.77e+06,3.1e+33
1543,J1827-0934,mhl+02,1.12e+06,2.1e+33
1544,J1827-0958,cl86,3.88e+06,2.7e+33
1545,J1828-0611,hfs+04,2.92e+06,2.9e+33
1546,J1828+0625,rap+12,*,*
1547,J1828-1007,hfs+04,3.96e+06,6.7e+33
1548,J1828-1057,hfs+04,1.89e+05,5.5e+34
1549,J1828-1101,mhl+02,7.71e+04,1.6e+36
1550,J1828-1336,mhl+02,1.37e+07,6.2e+31
1551,J1828+1359,naf03,1.61e+07,7.1e+31
1552,J1828-2119,lfl+06,6.44e+06,3.7e+32
1553,J1829+0000,lfl+06,6.01e+06,2.6e+33
1554,J1829-0734,kbm+03,1.05e+06,5.9e+33
1555,J1829-1751,dls72,8.77e+05,7.6e+33
1556,J1829+2456,clm+04,1.24e+10,3.0e+31
1557,J1830-0052,lfl+06,2.31e+07,2.3e+32
1558,J1830-0131,lfl+06,1.15e+06,2.6e+33
1559,J1830-1059,cjlm87,1.07e+05,3.6e+34
1560,J1830-1135,mhl+02,2.06e+06,7.8e+30
1561,J1830-1313,kel+09,6.91e+06,1.6e+32
1562,J1830-1414,lfl+06,1.6e+08,6.5e+30
1563,J1831-0823,hfs+04,3.14e+07,5.3e+31
1564,J1831-0952,lfl+06,1.28e+05,1.1e+36
1565,J1831-1223,mhl+02,8.27e+06,9.3e+30
1566,J1831-1329,mhl+02,1.15e+07,1.2e+31
1567,J1831-1423,hfs+04,7.35e+06,3.3e+32
1568,J1832+0029,lfl+06,5.6e+06,3.9e+32
1569,J1832-0644,mhl+02,3.18e+05,3.6e+33
1570,J1832-0827,cl86,1.61e+05,9.3e+33
1571,J1832-1021,cl86,1.25e+06,4.6e+33
1572,J1832-28,ebvb01,*,*
1573,J1833-0338,dls72,2.62e+05,5.1e+33
1574,J1833-0556,hfs+04,1.88e+07,1.4e+31
1575,J1833-0559,mhl+02,6.2e+05,4.3e+33
1576,J1833-0827,cl86,1.47e+05,5.8e+35
1577,J1833-0831,gcl+10,3.49e+04,3.1e+32
1578,J1833-1034,gmga05,4.85e+03,3.4e+37
1579,J1833-1055,mhl+02,1.91e+07,8.2e+31
1580,J1833-6023,mlt+78,1.11e+08,1.6e+30
1581,J1834-0010,dtws85,7.84e+08,2.9e+30
1582,J1834-0031,lfl+06,1.16e+07,4.9e+32
1583,J1834-0426,dls73,6.39e+07,1.2e+32
1584,J1834-0602,mhl+02,4.23e+06,6.2e+32
1585,J1834-0633,hfs+04,8.32e+06,7.5e+32
1586,J1834-0731,hfs+04,1.4e+05,1.7e+34
1587,J1834-0742,hfs+04,3.85e+05,2.6e+33
1588,J1834-0812,bjl+11,7.81e+05,3.3e+33
1589,J1834-0845,kkp+12,4.94e+03,2.1e+34
1590,J1834+10,cnst96,*,*
1591,J1834-1202,hfs+04,1.43e+09,1.2e+30
1592,J1834-1710,kbm+03,1.21e+08,4.0e+31
1593,J1834-1855,lfl+06,1.2e+07,2.4e+31
1594,J1835-0114,ekl09,1.16e+10,2.1e+33
1595,J1835-0349,lfl+06,4.36e+06,2.0e+32
1596,J1835-0522,hfs+04,3.64e+07,1.5e+31
1597,J1835-0643,cl86,1.2e+05,5.6e+34
1598,J1835-0924,mhl+02,6.36e+05,1.3e+33
1599,J1835-0944,lfl+06,5.25e+05,5.6e+34
1600,J1835-0946,lfl+06,1.39e+08,3.1e+31
1601,J1835-1020,mhl+02,8.1e+05,8.4e+33
1602,J1835-1106,mld+96,1.28e+05,1.8e+35
1603,J1835-1548,lfl+06,6.11e+06,2.3e+32
1604,J1835-3259A,drr11,*,*
1605,J1836-0436,cl86,3.38e+06,1.5e+33
1606,J1836-0517,hfs+04,5.56e+06,5.4e+32
1607,J1836-1008,mlt+78,7.56e+05,2.6e+33
1608,J1836-1324,lfl+06,2.73e+06,7.2e+33
1609,J1836-2354A,lrfs11,2.29e+10,2.4e+33
1610,J1836-2354B,lrfs11,*,*
1611,J1836+5925,aaa+09c,1.83e+06,1.1e+34
1612,J1837-0045,mld+96,5.8e+06,2.8e+32
1613,J1837+0053,lfl+06,1.99e+08,1.4e+31
1614,J1837-0559,mhl+02,9.64e+05,1.6e+34
1615,J1837-0604,dkm+01,3.38e+04,2.0e+36
1616,J1837-0653,cl86,3.91e+07,4.4e+30
1617,J1837-08,bbb+12,*,*
1618,J1837+1221,ebvb01,5.02e+06,3.2e+31
1619,J1837-1243,mhl+02,8.14e+05,2.2e+32
1620,J1837-1837,ebvb01,1.78e+06,9.2e+32
1621,J1838-01,kek+13,*,*
1622,J1838-0453,mhl+02,5.22e+04,8.3e+34
1623,J1838-0537,pga+12a,4.89e+03,6.0e+36
1624,J1838-0549,hfs+04,1.12e+05,1.0e+35
1625,J1838-0624,hfs+04,1.9e+08,3.8e+30
1626,J1838-0655,gh08,2.27e+04,5.5e+36
1627,J1838-1046,mhl+02,6.27e+06,6.7e+31
1628,J1838+1650,lxf+05,1.13e+07,1.5e+31
1629,J1838-1849,kek+13,1.93e+08,1.4e+31
1630,J1839-01,mll+06,*,*
1631,J1839-0321,mhl+02,3.02e+05,3.6e+34
1632,J1839-0402,mhl+02,1.07e+06,2.1e+33
1633,J1839-0436,lfl+06,2.92e+06,9.6e+33
1634,J1839-0459,mhl+02,2.8e+06,6.5e+32
1635,J1839-0627,mhl+02,5.83e+07,4.6e+31
1636,J1839-0643,mhl+02,1.96e+06,1.6e+33
1637,J1839-0905,hfs+04,2.55e+05,1.4e+34
1638,J1839-1238,lfl+06,6.12e+06,2.8e+31
1639,J1839+15,sjm+12,3.33e+05,6.2e+33
1640,J1840+0214,lfl+06,1.52e+06,6.5e+32
1641,J1840-04,bbb+12,*,*
1642,J1840-0559,hfs+04,1.42e+06,6.0e+32
1643,J1840-0626,kel+09,1.3e+06,1.3e+32
1644,J1840-0643,kek+13,2.56e+06,1.9e+35
1645,J1840-0753,eklk13,6.94e+07,4.7e+31
1646,J1840-0809,hfs+04,6.44e+06,1.1e+32
1647,J1840-0815,hfs+04,7.19e+06,7.2e+31
1648,J1840-0840,lfl+06,3.55e+06,6.2e+30
1649,J1840-1122,hfs+04,2.33e+06,3.0e+32
1650,J1840-1207,lfl+06,3.74e+06,2.9e+32
1651,J1840-1419,kle+10,1.65e+07,8.7e+29
1652,J1840+5640,skk+80,1.75e+07,1.3e+31
1653,J1841+0130,fsk+04,5.77e+07,1.2e+34
1654,J1841-0157,hfs+04,5.81e+05,2.4e+33
1655,J1841-0310,hfs+04,7.83e+07,2.9e+30
1656,J1841-0345,lkm+00,5.59e+04,2.7e+35
1657,J1841-0425,cl86,4.61e+05,3.9e+34
1658,J1841-0456,vg97,4.18e+03,1.1e+33
1659,J1841-0500,crc+12,4.16e+05,1.8e+33
1660,J1841-0524,hfs+04,3.02e+04,1.0e+35
1661,J1841+0912,mlt+78,5.54e+06,7.8e+32
1662,J1841-1404,lfl+06,3.3e+07,1.1e+31
1663,J1841-7845,jbo+09,3.5e+07,1.4e+32
1664,J1842-0153,mhl+02,2.48e+06,2.3e+32
1665,J1842+0257,lfl+06,1.65e+06,4.0e+31
1666,J1842-0309,hfs+04,1.42e+06,2.7e+33
1667,J1842+0358,lfl+06,4.56e+06,2.5e+33
1668,J1842-0359,cl86,5.73e+07,3.2e+30
1669,J1842-0415,lkm+00,3.8e+05,5.9e+33
1670,J1842-0612,hfs+04,4.07e+08,4.8e+30
1671,J1842+0638,lfl+06,6.52e+07,9.8e+31
1672,J1842-0905,kbm+03,5.2e+05,1.0e+34
1673,J1842+1332,ebvb01,3.26e+07,8.6e+31
1674,J1843-0000,hfs+04,1.79e+06,4.5e+32
1675,J1843-0050,mhl+02,4.97e+07,2.1e+31
1676,J1843-0137,hfs+04,4.3e+06,3.2e+32
1677,J1843-0211,hfs+04,2.22e+06,6.8e+31
1678,J1843-0355,mhl+02,2.02e+06,1.8e+34
1679,J1843-0408,hfs+04,5.18e+06,2.0e+32
1680,J1843-0459,mhl+02,1.4e+07,7.8e+31
1681,J1843-0702,hfs+04,1.42e+06,1.2e+34
1682,J1843-0744,kel+09,5.66e+05,4.9e+33
1683,J1843-0806,hfs+04,4.9e+05,4.4e+33
1684,J1843-1113,hfs+04,3.05e+09,6.0e+34
1685,J1843-14,fsk+04,*,*
1686,J1843-1507,lfl+06,1.28e+06,1.4e+33
1687,J1843+2024,zcwl96,5.19e+07,1.0e+30
1688,J1844+00,cnst96,*,*
1689,J1844-0030,hfs+04,1.67e+06,9.1e+32
1690,J1844+0115,csl+12,6.19e+09,5.8e+33
1691,J1844-0244,cl86,4.81e+05,5.0e+33
1692,J1844-0256,cpkm02,*,*
1693,J1844-0310,lkm+00,8.13e+05,2.8e+33
1694,J1844-0433,cjlm87,4.01e+06,1.6e+32
1695,J1844-0452,hfs+04,6.28e+06,1.4e+33
1696,J1844-0502,hfs+04,8.6e+07,6.5e+31
1697,J1844-0538,cl86,4.17e+05,2.3e+34
1698,J1844+1454,mlt+78,3.18e+06,1.4e+33
1699,J1845-0256,tkk+98,*,*
1700,J1845-0316,lkm+00,3.71e+05,3.9e+34
1701,J1845-0434,cjlm87,6.81e+05,3.9e+33
1702,J1845-0545,hfs+04,1.29e+06,4.1e+32
1703,J1845+0623,lfl+06,4.13e+07,7.5e+30
1704,J1845-0635,eklk13,1.2e+06,4.5e+33
1705,J1845-0743,kbm+03,4.52e+06,1.3e+34
1706,J1845-0826,lfl+06,1.07e+06,1.4e+33
1707,J1845-1114,lfl+06,1.63e+06,9.0e+33
1708,J1845-1351,lfl+06,4.27e+06,2.1e+31
1709,J1846+0051,hfs+04,6.13e+05,5.4e+33
1710,J1846-0257,mll+06,4.42e+05,7.1e+31
1711,J1846-0258,gvbt00,728,8.1e+36
1712,J1846-0749,lfl+06,4.4e+06,1.2e+33
1713,J1846-07492,kel+09,2.63e+06,3.2e+32
1714,J1846+0919,sdz+10,3.6e+05,3.4e+34
1715,J1846-7403,jbo+09,1.28e+07,2.1e+30
1716,J1847-0130,msk+03,8.33e+04,1.7e+32
1717,J1847-0402,dlp70,1.83e+05,9.6e+33
1718,J1847-0438,mhl+02,1.39e+06,4.9e+32
1719,J1847-0443,hfs+04,1.91e+08,2.8e+31
1720,J1847-0605,mhl+02,2.65e+06,3.9e+32
1721,J1848-0023,hfs+04,5.29e+06,4.1e+32
1722,J1848-0055,hfs+04,3.22e+06,2.6e+33
1723,J1848-0123,smb71,1.99e+06,7.2e+32
1724,J1848-0511,hfs+04,2.93e+06,8.0e+31
1725,J1848-0601,lfl+06,1.24e+07,1.0e+33
1726,J1848+0604,lxf+05,9.41e+06,1.4e+31
1727,J1848+0647,fcwa95,9.16e+05,2.7e+33
1728,J1848+0826,nft95,1.91e+07,3.0e+32
1729,J1848-1150,lfl+06,1.45e+07,2.5e+31
1730,J1848-12,mll+06,*,*
1731,J1848+12,ebvb01,*,*
1732,J1848-1414,mld+96,3.35e+08,2.1e+31
1733,J1848-1952,mlt+78,2.93e+06,1.1e+31
1734,J1849-0001,ghtm11,4.29e+04,9.8e+36
1735,J1849-0040,hfs+04,9.56e+05,1.4e+33
1736,J1849+0127,mhl+02,3.07e+05,6.9e+33
1737,J1849-0317,mhl+02,4.81e+05,2.9e+33
1738,J1849+0409,lfl+06,5.59e+05,1.9e+33
1739,J1849-0614,hfs+04,2.8e+05,2.5e+33
1740,J1849-0636,dls72,4.97e+05,6.0e+32
1741,J1849+2423,mca00,2.86e+07,2.9e+32
1742,J1850-0006,kel+09,8.04e+06,1.6e+31
1743,J1850-0026,kel+09,6.75e+04,3.3e+35
1744,J1850+0026,mhl+02,4.77e+07,1.1e+31
1745,J1850-0031,hfs+04,9.21e+06,1.3e+32
1746,J1850+0124,csl+12,5.18e+09,9.5e+33
1747,J1850+1335,stwd85,3.67e+06,1.4e+33
1748,J1850+15,bb10,*,*
1749,J1851-0029,kel+09,1.73e+06,1.3e+33
1750,J1851-0053,hfs+04,2.56e+07,1.2e+31
1751,J1851-0114,lfl+06,6.08e+06,1.1e+32
1752,J1851+0118,hfs+04,1.05e+05,7.2e+33
1753,J1851-0241,hfs+04,8.66e+05,3.8e+33
1754,J1851+0418,bbf84,4.14e+06,1.9e+33
1755,J1851+1259,stwd85,1.66e+06,2.6e+32
1756,J1852+0008,hfs+04,1.31e+06,2.2e+33
1757,J1852+0013,hfs+04,1.08e+06,6.3e+32
1758,J1852+0031,cjlm87,3.56e+05,3.7e+32
1759,J1852+0040,ghs05,1.92e+08,3.0e+32
1760,J1852-0118,hfs+04,4.07e+06,7.5e+32
1761,J1852-0127,hfs+04,1.32e+06,2.6e+33
1762,J1852+0305,mhl+02,2.06e+08,1.7e+30
1763,J1852-0635,hfs+04,5.67e+05,4.0e+33
1764,J1852-2610,mld+96,6.08e+07,9.1e+31
1765,J1853-0004,hfs+04,2.88e+05,2.1e+35
1766,J1853+0011,hfs+04,1.88e+05,2.1e+34
1767,J1853+0056,mhl+02,2.04e+05,4.0e+34
1768,J1853+0505,hfs+04,1.11e+07,6.9e+31
1769,J1853+0545,kbm+03,3.27e+06,1.2e+34
1770,J1853-0649,lbr+13,1.07e+07,5.3e+31
1771,J1853+0853,lfl+06,1.21e+07,3.4e+30
1772,J1853+1303,fsk+04,7.44e+09,5.0e+33
1773,J1854+0306,dcm+09,4.98e+05,6.1e+31
1774,J1854+0317,eklk13,1.17e+07,2.9e+31
1775,J1854+1050,sstd86,1.42e+07,1.3e+32
1776,J1854-1421,mlt+78,4.37e+06,1.1e+32
1777,J1854-1557,kjv+10,1.21e+07,4.3e+30
1778,J1855+0307,hfs+04,7.4e+05,1.2e+33
1779,J1855+0422,mhl+02,2.86e+07,7.8e+30
1780,J1855+0527,kel+09,8.26e+04,3.9e+33
1781,J1855+0700,hfs+04,5.45e+06,1.7e+33
1782,J1855-0941,ebvb01,2.28e+07,2.3e+32
1783,J1856+0102,hfs+04,8.04e+06,2.0e+32
1784,J1856+0113,wcd91,2.03e+04,4.3e+35
1785,J1856+0245,hng+08,2.06e+04,4.6e+36
1786,J1856+0404,mhl+02,1.8e+08,2.0e+31
1787,J1856-0526,lfl+06,3.46e+06,1.3e+33
1788,J1856-3754,tm07,3.76e+06,3.3e+30
1789,J1857+0057,moh83,1.04e+08,4.7e+31
1790,J1857+0143,hfs+04,7.1e+04,4.5e+35
1791,J1857+0210,mhl+02,7.12e+05,2.2e+33
1792,J1857+0212,cl86,1.64e+05,2.2e+34
1793,J1857+0526,kbm+03,8e+05,6.4e+33
1794,J1857+0809,hfs+04,1.68e+06,1.5e+33
1795,J1857+0943,srs+86,4.76e+09,4.6e+33
1796,J1857-1027,ebvb01,5.54e+06,8.3e+30
1797,J1858+0215,mhl+02,2.56e+06,4.4e+32
1798,J1858+0241,hfs+04,3.06e+06,9.3e+30
1799,J1858-0736,kek+13,1.73e+06,1.2e+33
1800,J1858-2216,rap+12,*,*
1801,J1859+00,cnst96,*,*
1802,J1859+0601,hfs+04,6.49e+05,8.8e+32
1803,J1859+1526,nft95,3.77e+06,1.9e+32
1804,J1900-0051,hfs+04,4.29e+07,9.8e+31
1805,J1900+0227,mhl+02,1.04e+06,4.3e+33
1806,J1900+0308,csl+12,1.32e+10,2.0e+33
1807,J1900+0634,hfs+04,1.21e+06,3.4e+33
1808,J1900-09,bbb+12,*,*
1809,J1900-2600,vl70,4.74e+07,3.5e+31
1810,J1900+30,cnst96,*,*
1811,J1900-7951,mlt+78,1.09e+07,3.5e+31
1812,J1901+00,cnst96,*,*
1813,J1901+0124,hfs+04,1.56e+06,3.9e+33
1814,J1901+0156,stwd85,1.94e+06,3.9e+33
1815,J1901+0254,hfs+04,4.52e+07,8.2e+30
1816,J1901-0312,hfs+04,2.46e+06,2.0e+33
1817,J1901-0315,lfl+06,4.94e+06,2.0e+32
1818,J1901+0320,hfs+04,1.93e+07,8.0e+31
1819,J1901+0331,dlp70,1.39e+06,1.0e+33
1820,J1901+0355,hfs+04,6.9e+05,2.9e+33
1821,J1901+0413,mhl+02,3.21e+05,2.8e+32
1822,J1901+0435,lfl+06,1.26e+06,1.0e+33
1823,J1901+0510,hfs+04,3.13e+05,5.3e+33
1824,J1901+0621,cfl+06,7.32e+08,1.2e+30
1825,J1901+0716,cjlm87,4.46e+06,3.4e+32
1826,J1901-0906,lml+98,1.72e+07,1.1e+31
1827,J1901+1306,nft95,2.21e+08,8.4e+29
1828,J1901-1740,ebvb01,3.77e+07,4.3e+30
1829,J1902+0248,hfs+04,8.06e+06,5.2e+31
1830,J1902-0340,hfs+04,1.21e+07,2.2e+31
1831,J1902+0556,ht74,9.19e+05,1.2e+33
1832,J1902+0615,lh81,1.38e+06,1.0e+33
1833,J1902+0723,nft95,3.68e+07,7.1e+31
1834,J1902-10,bbb+12,*,*
1835,J1902-5105,kcj+12,*,*
1836,J1902-70,rap+12,*,*
1837,J1903+0135,dls73,2.87e+06,4.1e+32
1838,J1903-0258,lfl+06,7.03e+06,9.8e+32
1839,J1903+0327,crl+08,1.81e+09,7.5e+34
1840,J1903+0601,hfs+04,3.09e+05,1.4e+34
1841,J1903-0632,dls72,2.01e+06,1.7e+33
1842,J1903-0848,blr+13,1.06e+07,7.5e+31
1843,J1903+0925,lfl+06,1.53e+05,3.2e+34
1844,J1903+2225,nft95,2.32e+07,6.4e+31
1845,J1904+0004,mld+96,1.87e+07,1.7e+33
1846,J1904-0150,lfl+06,6.76e+06,6.4e+32
1847,J1904+0412,clm+01,1.02e+10,1.2e+31
1848,J1904+07,cfl+06,*,*
1849,J1904+0800,kbm+03,2.41e+05,3.7e+34
1850,J1904+1011,ht75b,1.07e+08,1.7e+30
1851,J1904-1224,lml+98,1.6e+07,6.9e+31
1852,J1904-16,bbb+12,*,*
1853,J1905-0056,stwd85,3.34e+06,4.5e+32
1854,J1905+0154A,hrs+07,*,*
1855,J1905+0400,hfs+04,1.22e+10,3.6e+33
1856,J1905+0600,hfs+04,6.28e+06,5.1e+32
1857,J1905+0616,lxf+05,1.16e+05,5.5e+33
1858,J1905+0709,cl86,2.08e+06,7.2e+32
1859,J1905+09,cfl+06,*,*
1860,J1906+0414,lfl+06,1.44e+06,4.0e+32
1861,J1906+0641,cl86,1.98e+06,4.4e+33
1862,J1906+0649,hfs+04,1.34e+08,2.8e+30
1863,J1906+0746,lsf+06,1.13e+05,2.7e+35
1864,J1906+0912,mhl+02,9.29e+07,1.1e+31
1865,J1906+1854,nft95,7.86e+07,7.7e+30
1866,J1907+0249,hfs+04,4.91e+06,1.0e+33
1867,J1907+0345,hfs+04,4.63e+05,2.3e+34
1868,J1907+0534,mhl+02,5.73e+06,8.4e+31
1869,J1907+0602,aaa+09c,1.95e+04,2.8e+36
1870,J1907+0731,hfs+04,3.13e+05,1.5e+34
1871,J1907+0740,mhl+02,1.36e+07,1.4e+32
1872,J1907+0918,lx00,3.8e+04,3.2e+35
1873,J1907+0919,ksh+99,895,2.6e+34
1874,J1907+1149,lfl+06,1.41e+05,2.2e+33
1875,J1907+1247,ht75b,6.73e+06,1.4e+32
1876,J1907-1532,bbb+12,3.25e+06,4.8e+32
1877,J1907+4002,dth78,3.62e+07,1.1e+31
1878,J1908+0457,zcwl96,1.37e+07,6.4e+31
1879,J1908+0500,nft95,1.78e+06,4.1e+33
1880,J1908+0734,nft95,4.08e+06,3.4e+33
1881,J1908+0839,mhl+02,1.23e+06,1.5e+34
1882,J1908+0909,mhl+02,1.53e+05,3.6e+34
1883,J1908+0916,ht75b,1.34e+08,6.8e+30
1884,J1908+2351,lwf+04,3.52e+08,1.2e+31
1885,J1909+0007,dls73,2.92e+06,2.1e+32
1886,J1909+0254,dls72,2.84e+06,2.2e+32
1887,J1909+06,dcm+09,*,*
1888,J1909+0616,mhl+02,5.82e+05,1.9e+33
1889,J1909+0912,mhl+02,9.87e+04,1.3e+35
1890,J1909+1102,dls73,1.7e+06,4.6e+33
1891,J1909+1450,nft95,7.21e+07,8.7e+30
1892,J1909+1859,nft95,8.86e+07,2.4e+31
1893,J1909-3744,jbv+03,3.33e+09,2.2e+34
1894,J1910-0112,lfl+06,1.21e+08,2.8e+30
1895,J1910+0225,hfs+04,2.04e+07,2.7e+32
1896,J1910-0309,mlt+78,3.66e+06,6.7e+32
1897,J1910+0358,mb75,8.26e+06,1.4e+31
1898,J1910+0534,mhl+02,3.73e+06,8.2e+32
1899,J1910+0714,nft95,7.02e+06,1.2e+31
1900,J1910+0728,hfs+04,6.21e+05,9.5e+33
1901,J1910+1231,ht75b,2.78e+06,1.1e+32
1902,J1910+1256,fsk+04,8.15e+09,3.1e+33
1903,J1910-5959A,dlm+01,1.76e+10,3.3e+33
1904,J1910-5959B,dpf+02,*,*
1905,J1910-5959C,dpf+02,3.87e+10,5.8e+32
1906,J1910-5959D,dpf+02,1.48e+08,5.2e+34
1907,J1910-5959E,dpf+02,*,*
1908,J1911+00,mll+06,*,*
1909,J1911+0101A,dma+93,*,*
1910,J1911+0101B,fhn+05,*,*
1911,J1911-1114,llb+96,4.06e+09,1.2e+34
1912,J1911+1347,fsk+04,4.28e+09,6.8e+33
1913,J1911+1758,nft95,5.57e+08,5.3e+30
1914,J1912+1036,ht75b,4.11e+05,9.1e+33
1915,J1912+2104,dls73,3.48e+06,3.6e+31
1916,J1912+2525,nft95,4.38e+07,3.7e+31
1917,J1913-0440,lvw69b,3.22e+06,2.9e+32
1918,J1913+0446,kbm+03,9.18e+04,2.6e+33
1919,J1913+0832,mhl+02,4.66e+05,7.4e+34
1920,J1913+0904,lfl+06,1.47e+05,1.6e+35
1921,J1913+0936,ht75b,4.56e+07,8.9e+30
1922,J1913+1000,hfs+04,7.92e+05,1.1e+33
1923,J1913+1011,mhl+02,1.69e+05,2.9e+36
1924,J1913+1145,mhl+02,9.67e+05,6.9e+33
1925,J1913+1330,mll+06,1.69e+06,4.4e+32
1926,J1913+1400,ht74,1.03e+07,2.2e+32
1927,J1914+0219,lfl+06,7.12e+06,4.2e+32
1928,J1914+0631,hfs+04,3.31e+08,3.9e+30
1929,J1914+1122,ht75b,1.45e+07,1.2e+32
1930,J1915+0227,lfl+06,1.68e+07,3.7e+32
1931,J1915+0738,nft95,7.39e+06,3.6e+31
1932,J1915+0752,rtj+96,2.35e+08,6.3e+29
1933,J1915+0838,hfs+04,3.46e+06,1.5e+33
1934,J1915+1009,ht75b,4.2e+05,9.1e+33
1935,J1915+1410,lfl+06,9.63e+07,7.3e+31
1936,J1915+1606,ht75a,1.08e+08,1.7e+33
1937,J1915+1647,ht75b,6.32e+07,3.8e+30
1938,J1916+0748,rtj+96,8.02e+05,2.7e+33
1939,J1916+0844,hfs+04,2.4e+06,1.3e+33
1940,J1916+0852,hfs+04,2.64e+06,5.0e+31
1941,J1916+0951,ht74,1.7e+06,5.0e+33
1942,J1916+1023,hfs+04,3.77e+07,6.3e+30
1943,J1916+1030,wol91b,2.93e+08,5.4e+30
1944,J1916+1312,ht74,1.22e+06,6.4e+33
1945,J1917+0834,nic99,1.93e+06,7.1e+31
1946,J1917+1353,smb71,4.28e+05,3.9e+34
1947,J1917+2224,sstd86,2.36e+06,1.5e+33
1948,J1918-0642,eb01b,4.71e+09,2.3e+33
1949,J1918-1052,lbr+13,1.46e+07,6.7e+31
1950,J1918+1444,ht74,8.81e+04,5.1e+33
1951,J1918+1541,nft95,2.31e+06,2.0e+33
1952,J1919+0021,dls72,2.63e+06,1.5e+32
1953,J1919+0134,ebvb01,4.31e+07,5.6e+30
1954,J1919+17,dcm+09,*,*
1955,J1920-09,bbb+12,*,*
1956,J1920+1040,hfs+04,5.42e+06,2.4e+31
1957,J1920+1110,mhl+02,5.18e+07,4.6e+31
1958,J1920+2650,dtws85,3.62e+08,2.8e+30
1959,J1921+0812,lfl+06,6.22e+05,2.3e+34
1960,J1921+1419,ht74,1.75e+06,9.4e+32
1961,J1921+1948,dls73,1.45e+07,6.4e+31
1962,J1921+2003,ht75b,2.41e+08,4.5e+30
1963,J1921+2153,hbp+68,1.57e+07,2.2e+31
1964,J1922+2018,ht75b,2.86e+07,1.6e+31
1965,J1922+2110,dls73,2.09e+06,2.6e+32
1966,J1923+1706,ht75b,2.02e+08,1.0e+31
1967,J1923+2515,lbr+13,6.37e+09,6.8e+33
1968,J1924+2040,ht75b,1.8e+06,6.1e+33
1969,J1926+0431,mlt+78,6.92e+06,7.8e+31
1970,J1926+0737,emk+10,1.34e+07,4.6e+32
1971,J1926-1314,rsm+12,2.12e+06,1.2e+31
1972,J1926+1434,ht74,9.56e+07,3.7e+30
1973,J1926+1648,ht74,5.11e+05,3.6e+33
1974,J1926+1928,ht75b,1.49e+07,2.3e+31
1975,J1927+0911,lfl+06,7.24e+07,1.0e+32
1976,J1927+1852,ht75b,6.59e+07,4.1e+31
1977,J1927+1856,ht75b,2.11e+06,3.3e+33
1978,J1927+2234,ht75b,2.94e+07,1.0e+31
1979,J1928+15,dcm+09,*,*
1980,J1928+1746,cfl+06,8.24e+04,1.6e+36
1981,J1929+00,cnst96,*,*
1982,J1929+1844,ht75b,8.19e+06,5.1e+31
1983,J1930+1316,ht75b,3.29e+06,3.3e+32
1984,J1930+1852,clb+02,2.89e+03,1.2e+37
1985,J1931+1536,ht74,9.93e+05,6.4e+33
1986,J1931+30,cnst96,*,*
1987,J1932+1059,lvw68,3.1e+06,3.9e+33
1988,J1932+2020,ht74,1.01e+06,8.6e+33
1989,J1932+2220,ht75b,3.98e+04,7.5e+35
1990,J1932-3655,lml+98,3.19e+07,6.0e+31
1991,J1933+0758,rtj+96,3.18e+07,1.0e+32
1992,J1933+1304,ht75b,4.62e+07,1.6e+31
1993,J1933+2421,stwd85,1.59e+06,5.9e+32
1994,J1933-6211,jbo+07,1.52e+10,3.3e+33
1995,J1935+12,cha03,*,*
1996,J1935+1616,dl70,9.47e+05,5.1e+33
1997,J1935+1745,ht75b,2.74e+07,5.3e+31
1998,J1936+1536,ht74,3.79e+06,1.8e+32
1999,J1937+1505,hfs+04,8.11e+06,9.3e+30
2000,J1937+2544,dtws85,4.95e+06,3.1e+33
2001,J1937+2950,jsb+09,7.54e+06,3.0e+31
2002,J1938+0650,fcwa95,3.13e+06,1.6e+32
2003,J1938+22,cha03,*,*
2004,J1939+10,cnst96,*,*
2005,J1939+2134,bkh+82,2.35e+08,1.1e+36
2006,J1939+2449,sstd86,5.6e+05,2.7e+33
2007,J1940-2403,lml+98,*,*
2008,J1941+0121,blr+13,1.8e+07,7.4e+32
2009,J1941+1026,nft95,1.44e+07,5.3e+31
2010,J1941+1341,lfl+06,7.15e+06,2.8e+32
2011,J1941-2602,mlt+78,6.68e+06,5.8e+32
2012,J1942+1743,ht75b,1.09e+08,1.2e+31
